week_ending,slug,landing_pv,users,sessions,avg_eng_s,engagement_rate,top_channel,cta_clicks,form_submits,key_events,data_status,wow_pct
2026-08-16,voicecollectionanalysis,135,117,144,33.2,0.6042,Unassigned,0,未接入,0,GA4已接入,11.6
2026-08-16,conversational-voice-ai,118,86,107,45.5,0.6636,Direct,0,未接入,0,GA4已接入,-9.2
2026-08-16,smart-agriculture-sensing,105,78,104,22.8,0.7019,Direct,0,未接入,0,GA4已接入,22.1
2026-08-16,indoor-outdoor-positioning,96,76,97,29.3,0.6495,Organic Social,0,未接入,0,GA4已接入,159.5
2026-08-16,smart-livestock-farming,77,62,73,36.3,0.8082,Direct,0,未接入,0,GA4已接入,-23.0
2026-08-16,smart-warehouse-management,63,59,77,43.9,0.5844,Direct,0,未接入,0,GA4已接入,-21.2
2026-08-16,environment-monitoring,45,42,49,72.7,0.7755,Direct,2,未接入,2,GA4已接入,-16.7
2026-08-16,building-energy-retrofit,38,29,37,19.1,0.6486,Direct,0,未接入,0,GA4已接入,-44.9
2026-08-16,building-energy-management,38,37,41,31.2,0.7805,Direct,0,未接入,0,GA4已接入,26.7
2026-08-16,campus-safety-management,28,21,23,18.4,0.8261,Referral,0,未接入,0,GA4已接入,-37.8
2026-08-16,hazard-response,25,24,26,42.9,0.8846,Direct,0,未接入,0,GA4已接入,-52.8
2026-08-09,intelligent-video-analytics,134,118,137,38.4,0.6642,Direct,0,未接入,0,GA4已接入,35.4
2026-08-09,conversational-voice-ai,130,120,141,32.3,0.7021,Direct,0,未接入,0,GA4已接入,-9.1
2026-08-09,voicecollectionanalysis,121,109,133,26.2,0.7143,Unassigned,0,未接入,0,GA4已接入,-14.8
2026-08-09,smart-livestock-farming,100,73,92,36.3,0.6522,Direct,0,未接入,0,GA4已接入,4.2
2026-08-09,smart-agriculture-sensing,86,83,90,35.2,0.8222,Direct,0,未接入,0,GA4已接入,14.7
2026-08-09,smart-warehouse-management,80,60,90,30.0,0.4556,Direct,0,未接入,0,GA4已接入,-75.6
2026-08-09,building-energy-retrofit,69,55,66,29.0,0.6212,Direct,0,未接入,0,GA4已接入,91.7
2026-08-09,environment-monitoring,54,49,58,27.9,0.6035,Direct,0,未接入,0,GA4已接入,8.0
2026-08-09,hazard-response,53,51,56,36.8,0.8214,Direct,0,未接入,0,GA4已接入,65.6
2026-08-09,campus-safety-management,45,33,40,34.5,0.825,Direct,0,未接入,0,GA4已接入,4.7
2026-08-09,indoor-outdoor-positioning,37,39,42,21.4,0.5238,Direct,0,未接入,0,GA4已接入,-36.2
2026-08-09,building-energy-management,30,30,31,34.9,0.8387,Direct,0,未接入,0,GA4已接入,-37.5
2026-08-02,smart-warehouse-management,328,263,332,26.9,0.5391,Organic Social,0,未接入,0,GA4已接入,156.2
2026-08-02,conversational-voice-ai,143,122,147,28.3,0.7959,Direct,0,未接入,0,GA4已接入,138.3
2026-08-02,voicecollectionanalysis,142,114,142,34.0,0.7394,Unassigned,0,未接入,0,GA4已接入,129.0
2026-08-02,intelligent-video-analytics,99,79,100,35.2,0.69,Direct,0,未接入,0,GA4已接入,450.0
2026-08-02,smart-livestock-farming,96,75,99,33.7,0.7677,Direct,0,未接入,0,GA4已接入,95.9
2026-08-02,smart-agriculture-sensing,75,57,66,38.9,0.8333,Direct,0,未接入,0,GA4已接入,53.1
2026-08-02,indoor-outdoor-positioning,58,49,61,29.0,0.6066,Direct,0,未接入,0,GA4已接入,205.3
2026-08-02,environment-monitoring,50,48,55,42.0,0.7273,Direct,1,未接入,1,GA4已接入,127.3
2026-08-02,building-energy-management,48,39,44,43.4,0.8864,Direct,0,未接入,0,GA4已接入,50.0
2026-08-02,campus-safety-management,43,31,35,26.9,0.8286,Direct,0,未接入,0,GA4已接入,138.9
2026-08-02,building-energy-retrofit,36,34,42,22.5,0.7143,Direct,0,未接入,0,GA4已接入,125.0
2026-08-02,hazard-response,32,29,35,17.4,0.6571,Direct,0,未接入,0,GA4已接入,14.3
2026-07-26,smart-warehouse-management,128,104,121,28.1,0.5868,Organic Social,0,未接入,0,GA4已接入,
2026-07-26,voicecollectionanalysis,62,58,69,40.6,0.6957,Unassigned,1,未接入,1,GA4已接入,
2026-07-26,conversational-voice-ai,60,53,71,63.7,0.6761,Direct,1,未接入,1,GA4已接入,
2026-07-26,smart-agriculture-sensing,49,39,44,29.4,0.8182,Direct,0,未接入,0,GA4已接入,
2026-07-26,smart-livestock-farming,49,41,48,31.5,0.8542,Direct,0,未接入,0,GA4已接入,
2026-07-26,building-energy-management,32,31,34,28.7,0.8529,Direct,0,未接入,0,GA4已接入,
2026-07-26,hazard-response,28,21,24,29.3,0.875,Direct,0,未接入,0,GA4已接入,
2026-07-26,environment-monitoring,22,22,26,42.1,0.6538,Direct,0,未接入,0,GA4已接入,
2026-07-26,indoor-outdoor-positioning,19,18,22,84.8,0.8182,Unassigned,0,未接入,0,GA4已接入,
2026-07-26,intelligent-video-analytics,18,17,23,43.0,0.7391,Direct,0,未接入,0,GA4已接入,
2026-07-26,campus-safety-management,18,13,15,42.6,0.8,Direct,0,未接入,0,GA4已接入,
2026-07-26,building-energy-retrofit,16,12,17,58.7,0.8824,Referral,0,未接入,0,GA4已接入,
