week_ending,slug,landing_pv,users,sessions,avg_eng_s,engagement_rate,top_channel,cta_clicks,form_submits,key_events,data_status,wow_pct
2026-08-02,smart-warehouse-management,332,259,329,27.3,0.5319,Organic Social,0,未接入,0,GA4已接入,97.6
2026-08-02,voicecollectionanalysis,150,123,151,32.0,0.6821,Unassigned,0,未接入,0,GA4已接入,11.1
2026-08-02,conversational-voice-ai,147,120,148,28.1,0.777,Direct,0,未接入,0,GA4已接入,18.5
2026-08-02,smart-agriculture-sensing,119,103,112,23.2,0.4911,Direct,0,未接入,0,GA4已接入,45.1
2026-08-02,smart-livestock-farming,110,84,108,30.9,0.6944,Direct,0,未接入,0,GA4已接入,25.0
2026-08-02,intelligent-video-analytics,103,78,102,34.9,0.6961,Direct,0,未接入,0,GA4已接入,102.0
2026-08-02,building-energy-management,67,57,62,30.8,0.5968,Direct,0,未接入,0,GA4已接入,15.5
2026-08-02,indoor-outdoor-positioning,58,47,60,29.5,0.6,Direct,0,未接入,0,GA4已接入,26.1
2026-08-02,environment-monitoring,50,45,52,44.4,0.6923,Direct,1,未接入,1,GA4已接入,-24.2
2026-08-02,campus-safety-management,48,39,43,21.9,0.6744,Direct,0,未接入,0,GA4已接入,14.3
2026-08-02,building-energy-retrofit,38,36,44,21.5,0.6818,Direct,0,未接入,0,GA4已接入,26.7
2026-08-02,hazard-response,37,35,41,15.0,0.561,Direct,0,未接入,0,GA4已接入,-19.6
2026-07-26,smart-warehouse-management,168,136,157,33.8,0.6051,Organic Social,0,未接入,0,GA4已接入,78.7
2026-07-26,voicecollectionanalysis,135,118,146,31.9,0.5479,Unassigned,1,未接入,1,GA4已接入,-5.6
2026-07-26,conversational-voice-ai,124,104,133,71.1,0.6992,Direct,2,未接入,2,GA4已接入,7.8
2026-07-26,smart-livestock-farming,88,62,75,39.7,0.7333,Direct,0,未接入,0,GA4已接入,44.3
2026-07-26,smart-agriculture-sensing,82,68,74,25.7,0.7568,Direct,0,未接入,0,GA4已接入,10.8
2026-07-26,environment-monitoring,66,50,63,39.3,0.6825,Direct,1,未接入,1,GA4已接入,43.5
2026-07-26,building-energy-management,58,54,58,39.9,0.7414,Direct,1,未接入,1,GA4已接入,38.1
2026-07-26,intelligent-video-analytics,51,46,59,31.8,0.5932,Direct,0,未接入,0,GA4已接入,-29.2
2026-07-26,indoor-outdoor-positioning,46,44,52,63.3,0.8077,Direct,1,未接入,1,GA4已接入,-24.6
2026-07-26,hazard-response,46,36,41,30.3,0.8049,Direct,0,未接入,0,GA4已接入,76.9
2026-07-26,campus-safety-management,42,35,39,38.6,0.8205,Direct,1,未接入,1,GA4已接入,35.5
2026-07-26,building-energy-retrofit,30,26,31,39.7,0.8065,Referral,0,未接入,0,GA4已接入,-26.8
2026-07-19,voicecollectionanalysis,143,126,151,32.6,0.5497,Unassigned,0,未接入,0,GA4已接入,
2026-07-19,conversational-voice-ai,115,113,129,30.8,0.7054,Direct,0,未接入,0,GA4已接入,
2026-07-19,smart-warehouse-management,94,63,89,69.4,0.6854,Direct,0,未接入,0,GA4已接入,
2026-07-19,smart-agriculture-sensing,74,65,76,44.0,0.7895,Direct,0,未接入,0,GA4已接入,
2026-07-19,intelligent-video-analytics,72,68,76,29.9,0.75,Direct,0,未接入,0,GA4已接入,
2026-07-19,smart-livestock-farming,61,51,59,24.9,0.6271,Direct,0,未接入,0,GA4已接入,
2026-07-19,indoor-outdoor-positioning,61,52,64,34.4,0.625,Direct,0,未接入,0,GA4已接入,
2026-07-19,environment-monitoring,46,44,49,41.1,0.6327,Direct,1,未接入,1,GA4已接入,
2026-07-19,building-energy-management,42,39,42,19.0,0.7857,Direct,0,未接入,0,GA4已接入,
2026-07-19,building-energy-retrofit,41,37,44,15.1,0.6818,Direct,0,未接入,0,GA4已接入,
2026-07-19,campus-safety-management,31,31,32,30.1,0.8125,Referral,0,未接入,0,GA4已接入,
2026-07-19,hazard-response,26,24,24,25.7,0.8333,Referral,0,未接入,0,GA4已接入,
