date,week_start,host_name,lang,page_path,page_title,channel_group,device_category,screen_page_views,active_users,sessions,engagement_rate,bounce_rate,avg_engagement_seconds,key_events,total_revenue,pulled_at
2026-08-31,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/hmi-zh-hans,按产品 - 屏幕/人机界面 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,62,54,55,1.0,0.0,12.71,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,62,59,68,0.0294,0.9706,34.63,5,0.0,2026-09-03 04:48:11
2026-08-31,2026-08-31,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Direct,desktop,61,54,58,0.4828,0.5172,8.05,0,0.0,2026-09-03 04:48:11
2026-07-23,2026-07-20,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,60,45,55,0.7091,0.2909,17.55,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,60,56,57,0.807,0.193,16.6,0,0.0,2026-09-03 04:48:11
2026-08-07,2026-08-03,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,60,45,46,0.6304,0.3696,15.26,0,0.0,2026-09-03 04:48:11
2026-08-10,2026-08-10,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,60,46,53,0.717,0.283,28.92,0,0.0,2026-09-03 04:48:11
2026-08-14,2026-08-10,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,60,50,56,0.6071,0.3929,6.61,0,0.0,2026-09-03 04:48:11
2026-08-24,2026-08-24,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,60,43,49,0.7347,0.2653,17.24,0,0.0,2026-09-03 04:48:11
2026-08-31,2026-08-31,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,60,53,55,0.4182,0.5818,12.36,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/hmi-zh-hans,按产品 - 屏幕/人机界面 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,60,44,46,0.9783,0.0217,9.91,0,0.0,2026-09-03 04:48:11
2026-07-31,2026-07-27,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,59,54,61,0.7541,0.2459,12.34,0,0.0,2026-09-03 04:48:11
2026-08-04,2026-08-03,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,59,46,55,0.6182,0.3818,8.05,0,0.0,2026-09-03 04:48:11
2026-08-20,2026-08-17,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,59,48,52,0.5577,0.4423,10.79,0,0.0,2026-09-03 04:48:11
2026-08-26,2026-08-24,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,59,56,59,0.5593,0.4407,27.14,2,0.0,2026-09-03 04:48:11
2026-08-27,2026-08-24,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,59,50,53,0.717,0.283,6.68,0,0.0,2026-09-03 04:48:11
2026-07-30,2026-07-27,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,58,48,57,0.8246,0.1754,23.56,0,0.0,2026-09-03 04:48:11
2026-08-18,2026-08-17,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,58,49,55,0.6909,0.3091,11.42,0,0.0,2026-09-03 04:48:11
2026-08-20,2026-08-17,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,58,48,53,0.9057,0.0943,12.43,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,58,51,55,0.6727,0.3273,8.91,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,57,44,50,0.9,0.1,29.26,0,0.0,2026-09-03 04:48:11
2026-08-12,2026-08-10,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,57,47,52,0.8846,0.1154,26.27,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Direct,desktop,57,50,54,0.4444,0.5556,7.91,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/ipc-zh-hans,按产品 - 工业计算机 | 矽递科技 - AI 硬件合作伙伴,Unassigned,desktop,57,70,71,0.0,1.0,7.35,0,0.0,2026-09-03 04:48:11
2026-07-28,2026-07-27,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,56,41,47,0.8511,0.1489,6.98,0,0.0,2026-09-03 04:48:11
2026-08-11,2026-08-10,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,56,38,39,0.9744,0.0256,31.69,0,0.0,2026-09-03 04:48:11
2026-08-13,2026-08-10,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,56,36,36,1.0,0.0,23.69,0,0.0,2026-09-03 04:48:11
2026-08-25,2026-08-24,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,56,42,46,0.913,0.087,16.96,0,0.0,2026-09-03 04:48:11
2026-08-12,2026-08-10,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,55,38,38,1.0,0.0,15.45,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/robotics-zh-hans,按场景 - 具身智能 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,55,40,42,1.0,0.0,23.6,0,0.0,2026-09-03 04:48:11
2026-07-28,2026-07-27,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,54,43,50,0.62,0.38,7.72,0,0.0,2026-09-03 04:48:11
2026-08-13,2026-08-10,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,54,46,50,0.56,0.44,16.54,0,0.0,2026-09-03 04:48:11
2026-08-17,2026-08-17,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,54,41,43,0.907,0.093,19.86,0,0.0,2026-09-03 04:48:11
2026-08-21,2026-08-17,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,54,48,53,0.6415,0.3585,6.79,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeedstudio.com.cn,CN,/purchase,官方购买渠道,Organic Search,desktop,54,42,51,0.8235,0.1765,50.02,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/sensor-zh-hans,按产品 - 传感器 | 矽递科技 - AI 硬件合作伙伴,Unassigned,desktop,54,59,60,0.0,1.0,13.07,0,0.0,2026-09-03 04:48:11
2026-08-08,2026-08-03,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,53,41,46,0.5435,0.4565,9.33,0,0.0,2026-09-03 04:48:11
2026-08-27,2026-08-24,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,53,50,53,0.5094,0.4906,15.0,1,0.0,2026-09-03 04:48:11
2026-08-28,2026-08-24,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,53,51,57,0.4035,0.5965,15.25,0,0.0,2026-09-03 04:48:11
2026-08-28,2026-08-24,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Direct,desktop,53,45,50,0.46,0.54,5.1,0,0.0,2026-09-03 04:48:11
2026-08-31,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/robotics-zh-hans,按场景 - 具身智能 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,53,46,48,0.9375,0.0625,10.4,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/robotics-zh-hans,按场景 - 具身智能 | 矽递科技 - AI 硬件合作伙伴,Unassigned,desktop,53,68,68,0.0,1.0,11.66,0,0.0,2026-09-03 04:48:11
2026-07-31,2026-07-27,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,52,44,48,0.5833,0.4167,7.96,0,0.0,2026-09-03 04:48:11
2026-08-13,2026-08-10,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,52,42,48,0.6458,0.3542,6.52,0,0.0,2026-09-03 04:48:11
2026-08-18,2026-08-17,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,52,40,45,0.8,0.2,15.4,0,0.0,2026-09-03 04:48:11
2026-08-20,2026-08-17,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,52,50,55,0.5273,0.4727,20.76,3,0.0,2026-09-03 04:48:11
2026-08-21,2026-08-17,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Direct,desktop,52,42,47,0.3191,0.6809,7.57,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeed.cc,EN,/product-category/products,Products | Seeed Studio - The AI Hardware Partner,Unassigned,desktop,52,46,48,0.0,1.0,27.5,0,0.0,2026-09-03 04:48:11
2026-07-29,2026-07-27,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,51,41,46,0.5217,0.4783,10.83,0,0.0,2026-09-03 04:48:11
2026-08-17,2026-08-17,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,51,48,53,0.4906,0.5094,7.06,0,0.0,2026-09-03 04:48:11
2026-08-31,2026-08-31,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Organic Search,desktop,51,42,50,0.62,0.38,16.64,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Organic Search,desktop,51,39,48,0.5625,0.4375,10.65,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Direct,mobile,51,40,43,0.3721,0.6279,3.77,0,0.0,2026-09-03 04:48:11
2026-08-04,2026-08-03,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,50,41,45,0.9556,0.0444,9.78,0,0.0,2026-09-03 04:48:11
2026-08-11,2026-08-10,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,50,42,50,0.78,0.22,16.16,0,0.0,2026-09-03 04:48:11
2026-09-01,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/sensor-zh-hans,按产品 - 传感器 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,50,42,42,1.0,0.0,18.1,0,0.0,2026-09-03 04:48:11
2026-07-28,2026-07-27,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,49,34,36,0.9722,0.0278,17.86,0,0.0,2026-09-03 04:48:11
2026-08-14,2026-08-10,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,49,43,49,0.4694,0.5306,30.49,2,0.0,2026-09-03 04:48:11
2026-08-17,2026-08-17,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,49,35,40,0.7,0.3,15.88,0,0.0,2026-09-03 04:48:11
2026-08-19,2026-08-17,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,49,47,50,0.42,0.58,16.04,1,0.0,2026-09-03 04:48:11
2026-08-21,2026-08-17,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,49,38,44,0.7727,0.2273,15.57,0,0.0,2026-09-03 04:48:11
2026-08-27,2026-08-24,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Direct,desktop,49,45,45,0.7111,0.2889,15.07,0,0.0,2026-09-03 04:48:11
2026-07-24,2026-07-20,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,48,37,47,0.6383,0.3617,21.11,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,48,38,47,0.8085,0.1915,12.66,0,0.0,2026-09-03 04:48:11
2026-08-10,2026-08-10,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,48,42,51,0.3529,0.6471,9.14,1,0.0,2026-09-03 04:48:11
2026-08-18,2026-08-17,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,48,36,41,0.7073,0.2927,21.8,0,0.0,2026-09-03 04:48:11
2026-08-20,2026-08-17,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,48,38,46,0.7609,0.2391,14.46,0,0.0,2026-09-03 04:48:11
2026-08-30,2026-08-24,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,mobile,48,30,33,0.7576,0.2424,10.09,0,0.0,2026-09-03 04:48:11
2026-08-24,2026-08-24,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,47,34,37,0.8649,0.1351,13.59,0,0.0,2026-09-03 04:48:11
2026-08-26,2026-08-24,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,47,37,40,0.925,0.075,24.65,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeedstudio.com.cn,CN,/category/solutions-zh-hans,解决方案 - 分类,Unassigned,desktop,47,47,49,0.0,1.0,21.41,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeedstudio.com.cn,CN,/product-category/controller-zh-hans,按产品 - 控制器 | 矽递科技 - AI 硬件合作伙伴,Unassigned,desktop,46,53,53,0.0,1.0,6.45,0,0.0,2026-09-03 04:48:11
2026-07-29,2026-07-27,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,45,37,46,0.7391,0.2609,14.02,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Direct,desktop,45,38,39,0.5897,0.4103,11.15,0,0.0,2026-09-03 04:48:11
2026-08-24,2026-08-24,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Unassigned,desktop,45,43,49,0.4082,0.5918,12.02,2,0.0,2026-09-03 04:48:11
2026-08-26,2026-08-24,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Direct,desktop,45,39,42,0.5,0.5,9.19,0,0.0,2026-09-03 04:48:11
2026-08-28,2026-08-24,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,45,33,34,0.9706,0.0294,24.59,0,0.0,2026-09-03 04:48:11
2026-09-02,2026-08-31,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Direct,mobile,45,38,40,0.0,1.0,1.15,0,0.0,2026-09-03 04:48:11
2026-07-24,2026-07-20,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,44,33,36,0.9444,0.0556,41.08,0,0.0,2026-09-03 04:48:11
2026-07-27,2026-07-27,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,desktop,44,36,39,0.8205,0.1795,10.05,0,0.0,2026-09-03 04:48:11
2026-08-04,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,44,29,31,0.9677,0.0323,22.42,0,0.0,2026-09-03 04:48:11
2026-08-09,2026-08-03,www.seeed.cc,EN,/,Seeed Studio - The AI Hardware Partner,Unassigned,desktop,44,34,37,0.5676,0.4324,14.32,0,0.0,2026-09-03 04:48:11
2026-08-14,2026-08-10,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,44,36,40,0.825,0.175,22.48,0,0.0,2026-09-03 04:48:11
